H Yields: 1aSNe (James Keegans)
H Prepared by: Thomas Trueman (October, 2021)
&Isotopes  &Z=0.1     &Z=0.05    &Z=0.02    &Z=0.014   &Z=0.01    &Z=0.005   &Z=0.002   &Z=0.001   &Z=0.0001  &Z=1e-05   &Z=1e-06   &Z=1e-07   &Z=1e-30  
&Os-188    &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98 
&Os-189    &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98 
&Os-190    &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98 
&Os-192    &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98 
&Ir-191    &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98 
&Ir-193    &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98  &1.52e-98 
&Pt-190    &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99    
&Pt-192    &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99  
&Pt-194    &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99  
&Pt-195    &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99  
&Pt-196    &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99  
&Pt-198    &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99  
&Au-197    &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99  
&Hg-196    &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99  
&Hg-198    &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99    
&Hg-199    &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99  
&Hg-200    &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99  
&Hg-201    &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99  
&Hg-202    &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99  
&Hg-204    &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99  
&Tl-203    &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99  
&Tl-205    &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99  
&Pb-204    &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99  
&Pb-206    &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98 
&Pb-207    &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98 
&Pb-208    &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98 
&Bi-209    &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99  
